series_id,geo_id,geo_name,ref_date,ref_period,frequency,value,unit
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2013-05-01,M,monthly,170.8,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2013-06-01,M,monthly,172.5,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2013-07-01,M,monthly,173.6,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2013-08-01,M,monthly,160.5,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2013-09-01,M,monthly,164.2,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2013-10-01,M,monthly,166.0,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2013-11-01,M,monthly,161.6,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2013-12-01,M,monthly,159.7,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2014-01-01,M,monthly,165.7,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2014-02-01,M,monthly,165.4,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2014-03-01,M,monthly,164.4,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2014-04-01,M,monthly,170.3,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2014-05-01,M,monthly,172.5,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2014-06-01,M,monthly,172.4,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2014-07-01,M,monthly,161.0,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2014-08-01,M,monthly,156.6,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2014-09-01,M,monthly,166.0,index
